District,Month,Cases,Year,YearMonth,Precipitation_mm,Temp_Min_C,Temp_Max_C,Soil_Moisture_0_7cm,MRiceArea,MRiceYield,SRiceArea,SRiceYield,Population,Households
Batticaloa,10,0,2008,2008-10,151.1,22.35,33.7,0.26541936,"19,134","3,661","17,728","3,943",505292,124192
Colombo,10,184,2008,2008-10,407.6,21.211,30.711,0.34924328,"3,767","3,502","3,832","3,172",2307572,540033
Galle,10,53,2008,2008-10,264.6,24.1325,29.6325,0.44678092,"14,679","3,190","14,130","3,027",1052224,258326
Gampaha,10,105,2008,2008-10,454.9,21.324001,30.724,0.43503627,"9,360","3,495","7,501","3,243",2262655,572615
Hambantota,10,9,2008,2008-10,207.0,22.952,34.101997,0.31597176,"24,234","4,762","24,500","4,725",577799,146693
Jaffna,10,0,2008,2008-10,281.4,23.724,31.374,0.3023078,"7,566","2,887",,,580303,129794
Kalutara,10,81,2008,2008-10,407.6,23.036999,30.036999,0.44500268,"13,476","2,884","12,368","2,743",1195216,287087
Kandy,10,67,2008,2008-10,155.5,19.272001,30.822,0.413457,"13,476","3,764","11,629","3,895",1347697,327546
Kegalle,10,112,2008,2008-10,472.6,19.5325,29.9825,0.4536855,"7,486","3,749","7,431","3,323",830934,211538
Kilinochchi,10,0,2008,2008-10,174.40001,21.265501,34.7155,0.2877769,"14,650","2,803",,,106687,24831
Kurunegala,10,52,2008,2008-10,468.80002,20.3775,32.3275,0.438664,"75,351","3,838","68,912","3,148",1571439,416781
Mannar,10,0,2008,2008-10,268.5,22.113,31.663,0.2895188,"4,894","3,640",,,92608,19391
Matale,10,25,2008,2008-10,402.0,19.2255,33.3255,0.36675808,"19,119","3,559","11,960","3,784",471188,121367
Matara,10,56,2008,2008-10,264.6,23.8975,30.0475,0.44107527,"14,865","3,887","15,975","3,755",806253,195691
Monaragala,10,1,2008,2008-10,238.4,19.861,34.411,0.36136425,"25,827","3,993","13,716","4,272",428100,111097
Mullaitivu,10,0,2008,2008-10,184.90001,23.552,34.601997,0.29584542,"6,596","3,430",,,83887,22093
Nuwara Eliya,10,15,2008,2008-10,381.1,13.114,23.164,0.4587809,"5,627","3,929","2,087","3,688",707156,170844
Polonnaruwa,10,5,2008,2008-10,123.6,20.7435,36.9435,0.3494691,"55,529","4,900","54,481","4,971",393145,104787
Puttalam,10,10,2008,2008-10,423.00003,22.1695,30.8195,0.31934142,"12,284","3,834","14,484","3,746",744467,192654
Ratnapura,10,22,2008,2008-10,391.6,19.829498,29.9295,0.45814785,"12,025","3,305","11,331","3,556",1069515,270830
Trincomalee,10,0,2008,2008-10,173.0,22.5695,34.169502,0.30185485,"18,987","4,381","15,296","4,504",360546,86607
Vavuniya,10,0,2008,2008-10,191.20001,20.211,35.810997,0.31431586,"6,422","3,587",,,172049,39695
Ampara,11,0,2008,2008-11,183.9,22.0005,30.7005,0.35586253,"64,490","4,864","60,168","4,927",620469,152158
Anuradhapura,11,3,2008,2008-11,269.80002,20.678,32.128,0.34702778,"72,717","4,311","49,133","4,396",829754,217008
Badulla,11,5,2008,2008-11,315.59998,17.011,27.611,0.41886526,"25,331","4,094","12,746","4,605",797275,196510
Batticaloa,11,0,2008,2008-11,241.6,22.3,30.55,0.30652916,"19,134","3,661","17,728","3,943",505292,124192
Colombo,11,82,2008,2008-11,260.9,21.161001,30.911001,0.33708474,"3,767","3,502","3,832","3,172",2307572,540033
Galle,11,32,2008,2008-11,255.5,23.832499,29.182499,0.45979306,"14,679","3,190","14,130","3,027",1052224,258326
Gampaha,11,54,2008,2008-11,213.8,21.124,31.024,0.42773888,"9,360","3,495","7,501","3,243",2262655,572615
Hambantota,11,14,2008,2008-11,248.9,23.002,30.402,0.34894028,"24,234","4,762","24,500","4,725",577799,146693
Jaffna,11,0,2008,2008-11,619.6,23.574001,29.374,0.34209165,"7,566","2,887",,,580303,129794
Kalutara,11,40,2008,2008-11,260.9,22.687,30.237,0.4321889,"13,476","2,884","12,368","2,743",1195216,287087
Kandy,11,41,2008,2008-11,201.3,18.272001,29.122002,0.4268208,"13,476","3,764","11,629","3,895",1347697,327546
Kegalle,11,37,2008,2008-11,191.1,18.932499,29.8325,0.4386708,"7,486","3,749","7,431","3,323",830934,211538
Kilinochchi,11,0,2008,2008-11,467.4,21.2155,30.515501,0.33609584,"14,650","2,803",,,106687,24831
Kurunegala,11,46,2008,2008-11,195.8,19.7275,31.427502,0.44513333,"75,351","3,838","68,912","3,148",1571439,416781
Mannar,11,0,2008,2008-11,442.20004,23.313,29.963001,0.32646114,"4,894","3,640",,,92608,19391
Matale,11,29,2008,2008-11,226.6,18.875502,31.1755,0.38943613,"19,119","3,559","11,960","3,784",471188,121367
Matara,11,24,2008,2008-11,255.5,23.5975,29.4975,0.45687917,"14,865","3,887","15,975","3,755",806253,195691
Monaragala,11,2,2008,2008-11,209.20001,19.261,30.761,0.37665418,"25,827","3,993","13,716","4,272",428100,111097
Mullaitivu,11,0,2008,2008-11,469.8,23.752,30.202,0.35127503,"6,596","3,430",,,83887,22093
Nuwara Eliya,11,6,2008,2008-11,233.0,12.614,21.463999,0.4465222,"5,627","3,929","2,087","3,688",707156,170844
Polonnaruwa,11,3,2008,2008-11,174.1,20.4435,33.0435,0.3691861,"55,529","4,900","54,481","4,971",393145,104787
Puttalam,11,4,2008,2008-11,230.59999,22.219501,30.5195,0.34685555,"12,284","3,834","14,484","3,746",744467,192654
Ratnapura,11,58,2008,2008-11,311.3,18.879501,29.9795,0.45015696,"12,025","3,305","11,331","3,556",1069515,270830
Trincomalee,11,0,2008,2008-11,326.1,23.0195,30.8195,0.34325832,"18,987","4,381","15,296","4,504",360546,86607
Vavuniya,11,0,2008,2008-11,305.89996,20.211,32.111,0.3486111,"6,422","3,587",,,172049,39695
Ampara,12,1,2008,2008-12,228.6,21.8505,28.7505,0.38370162,"64,490","4,864","60,168","4,927",620469,152158
Anuradhapura,12,12,2008,2008-12,247.09999,19.428,30.278,0.37444758,"72,717","4,311","49,133","4,396",829754,217008
Badulla,12,3,2008,2008-12,237.70001,16.561,25.861,0.46571505,"25,331","4,094","12,746","4,605",797275,196510
Batticaloa,12,3,2008,2008-12,285.7,22.2,28.75,0.35171103,"19,134","3,661","17,728","3,943",505292,124192
Colombo,12,67,2008,2008-12,194.6,21.161001,30.461,0.3605551,"3,767","3,502","3,832","3,172",2307572,540033
Galle,12,30,2008,2008-12,177.59999,22.6325,29.2825,0.47159544,"14,679","3,190","14,130","3,027",1052224,258326
Gampaha,12,29,2008,2008-12,137.2,21.024,30.274,0.43948117,"9,360","3,495","7,501","3,243",2262655,572615
Hambantota,12,28,2008,2008-12,146.4,22.252,29.652,0.3677285,"24,234","4,762","24,500","4,725",577799,146693
Jaffna,12,0,2008,2008-12,160.2,23.774,27.924002,0.3729395,"7,566","2,887",,,580303,129794
Kalutara,12,61,2008,2008-12,194.6,22.237,30.187,0.45134676,"13,476","2,884","12,368","2,743",1195216,287087
Kandy,12,44,2008,2008-12,213.0,15.622,26.872002,0.45243952,"13,476","3,764","11,629","3,895",1347697,327546
Kegalle,12,36,2008,2008-12,120.1,18.182499,28.5325,0.44293144,"7,486","3,749","7,431","3,323",830934,211538
Kilinochchi,12,0,2008,2008-12,202.7,21.8155,28.3155,0.37725672,"14,650","2,803",,,106687,24831
Kurunegala,12,43,2008,2008-12,128.7,19.4775,29.7775,0.4396425,"75,351","3,838","68,912","3,148",1571439,416781
Mannar,12,0,2008,2008-12,164.0,23.213001,28.913,0.3770511,"4,894","3,640",,,92608,19391
Matale,12,90,2008,2008-12,168.0,17.5755,28.625502,0.41152957,"19,119","3,559","11,960","3,784",471188,121367
Matara,12,31,2008,2008-12,177.59999,22.4475,29.4975,0.46576208,"14,865","3,887","15,975","3,755",806253,195691
Monaragala,12,4,2008,2008-12,244.6,18.411001,29.061,0.38978764,"25,827","3,993","13,716","4,272",428100,111097
Mullaitivu,12,0,2008,2008-12,256.00003,23.452,27.752,0.37872985,"6,596","3,430",,,83887,22093
Nuwara Eliya,12,12,2008,2008-12,246.1,11.964,21.164,0.44802687,"5,627","3,929","2,087","3,688",707156,170844
Polonnaruwa,12,35,2008,2008-12,217.20001,19.6435,29.6935,0.44020697,"55,529","4,900","54,481","4,971",393145,104787
Puttalam,12,0,2008,2008-12,169.6,22.0695,29.869501,0.37102017,"12,284","3,834","14,484","3,746",744467,192654
Ratnapura,12,17,2008,2008-12,275.0,19.2295,29.7795,0.46255645,"12,025","3,305","11,331","3,556",1069515,270830
Trincomalee,12,3,2008,2008-12,309.59998,23.719501,28.1695,0.37809947,"18,987","4,381","15,296","4,504",360546,86607
Vavuniya,12,1,2008,2008-12,208.8,19.711,29.211,0.37751344,"6,422","3,587",,,172049,39695
Ampara,1,2,2009,2009-01,181.70001,19.6005,28.3005,0.35830376,"69,979","5,158","46,227","4,964",627579,154918
Anuradhapura,1,13,2009,2009-01,124.00001,18.928,29.727999,0.33745566,"80,724","4,633","18,226","4,426",837354,220063
Badulla,1,13,2009,2009-01,74.9,13.811001,25.961,0.4477352,"27,225","4,484","8,168","4,673",801769,198951
Batticaloa,1,0,2009,2009-01,195.2,21.15,28.2,0.30731183,"45,905","3,639","17,073","4,189",510529,126519
Colombo,1,28,2009,2009-01,92.6,20.911001,32.661,0.20432392,"4,506","3,554","3,615","3,004",2311755,546538
Galle,1,21,2009,2009-01,17.900002,21.832499,29.8825,0.3712406,"15,930","3,032","13,120","2,997",1054991,261042
Gampaha,1,14,2009,2009-01,75.100006,19.874,32.323997,0.31667876,"10,826","3,353","8,106","3,390",2273127,578960
Hambantota,1,6,2009,2009-01,11.6,21.402,29.952,0.22962232,"25,575","5,295","21,905","5,017",583248,148964
Jaffna,1,0,2009,2009-01,59.700005,23.024,27.524,0.2825242,"8,171","2,506",-,-,581196,131336
Kalutara,1,12,2009,2009-01,92.6,21.637,31.437,0.34154034,"14,684","3,115","12,872","2,898",1201844,290635
Kandy,1,29,2009,2009-01,148.2,15.022,27.322,0.38744354,"14,071","3,768","9,262","3,545",1354566,331129
Kegalle,1,9,2009,2009-01,46.0,17.0325,29.8325,0.3533199,"8,179","3,721","7,617","3,374",833352,213326
Kilinochchi,1,0,2009,2009-01,90.80001,21.9655,28.265501,0.3133024,-,-,,,108353,25435
Kurunegala,1,12,2009,2009-01,51.200005,18.4775,30.427502,0.36877957,"77,291","3,940","48,916","3,534",1583066,421912
Mannar,1,0,2009,2009-01,75.3,22.013,29.163,0.289332,"5,352","3,670",,,94302,20008
Matale,1,56,2009,2009-01,80.50001,16.4755,28.5755,0.3749758,"19,374","3,759","6,406","3,642",474489,122891
Matara,1,17,2009,2009-01,17.900002,21.4975,30.7975,0.35572046,"16,171","3,631","15,722","3,628",808195,197678
Monaragala,1,0,2009,2009-01,195.6,16.161001,28.911001,0.3491371,"26,529","4,413","8,341","3,645",433728,113236
Mullaitivu,1,0,2009,2009-01,104.299995,23.252,27.602,0.32234544,-,-,,,85901,22711
Nuwara Eliya,1,6,2009,2009-01,92.2,10.1640005,21.664,0.4120699,"5,576","4,145","2,884","2,913",708275,172146
Polonnaruwa,1,14,2009,2009-01,114.3,19.2435,28.9435,0.4168441,"57,298","5,223","36,862","4,737",396342,106026
Puttalam,1,5,2009,2009-01,58.0,21.2695,30.2695,0.26077014,"19,680","3,976","15,258","3,653",748909,194878
Ratnapura,1,4,2009,2009-01,66.700005,17.629501,31.0295,0.40646237,"12,995","3,462","11,978","3,277",1074108,273926
Trincomalee,1,0,2009,2009-01,90.1,23.0195,27.719501,0.32258064,"23,014","4,463","13,950","4,851",365204,88360
Vavuniya,1,2,2009,2009-01,98.6,18.811,29.611,0.32498118,"6,709","4,689",,,172066,40160
Ampara,2,3,2009,2009-02,16.7,19.6005,30.8005,0.27719942,"69,979","5,158","46,227","4,964",627579,154918
Anuradhapura,2,11,2009,2009-02,5.4,16.928,34.828,0.2147738,"80,724","4,633","18,226","4,426",837354,220063
Badulla,2,8,2009,2009-02,16.2,14.961,28.861,0.32961458,"27,225","4,484","8,168","4,673",801769,198951
Batticaloa,2,2,2009,2009-02,15.400002,20.9,30.8,0.19887798,"45,905","3,639","17,073","4,189",510529,126519
Colombo,2,14,2009,2009-02,30.2,18.811,33.961,0.19534376,"4,506","3,554","3,615","3,004",2311755,546538
Galle,2,15,2009,2009-02,41.7,21.682499,30.7325,0.33575892,"15,930","3,032","13,120","2,997",1054991,261042
Gampaha,2,15,2009,2009-02,19.9,19.474,35.474,0.27444494,"10,826","3,353","8,106","3,390",2273127,578960
Hambantota,2,4,2009,2009-02,4.7000003,21.252,32.101997,0.13802679,"25,575","5,295","21,905","5,017",583248,148964
Jaffna,2,0,2009,2009-02,0.0,21.824001,30.474,0.15727232,"8,171","2,506",-,-,581196,131336
Kalutara,2,9,2009,2009-02,30.2,21.286999,32.387,0.30914435,"14,684","3,115","12,872","2,898",1201844,290635
Kandy,2,10,2009,2009-02,13.2,14.872,31.722,0.27510118,"14,071","3,768","9,262","3,545",1354566,331129
Kegalle,2,5,2009,2009-02,11.3,16.7825,33.6825,0.3031369,"8,179","3,721","7,617","3,374",833352,213326
Kilinochchi,2,0,2009,2009-02,0.5,20.1655,32.2155,0.17115179,-,-,,,108353,25435
Kurunegala,2,9,2009,2009-02,14.8,16.8775,34.877502,0.29939732,"77,291","3,940","48,916","3,534",1583066,421912
Mannar,2,0,2009,2009-02,1.1,18.513,30.863,0.14665328,"5,352","3,670",,,94302,20008
Matale,2,17,2009,2009-02,13.1,15.0755,32.9255,0.26414138,"19,374","3,759","6,406","3,642",474489,122891
Matara,2,16,2009,2009-02,41.7,21.1475,31.6975,0.3360491,"16,171","3,631","15,722","3,628",808195,197678
Monaragala,2,2,2009,2009-02,15.599999,16.811,32.611,0.22187796,"26,529","4,413","8,341","3,645",433728,113236
Mullaitivu,2,0,2009,2009-02,2.0,20.852,30.502,0.18604465,-,-,,,85901,22711
Nuwara Eliya,2,8,2009,2009-02,19.1,10.9140005,23.713999,0.31681103,"5,576","4,145","2,884","2,913",708275,172146
Polonnaruwa,2,3,2009,2009-02,11.099999,17.1435,33.1435,0.28499404,"57,298","5,223","36,862","4,737",396342,106026
Puttalam,2,2,2009,2009-02,7.2000003,19.6695,32.6195,0.13985416,"19,680","3,976","15,258","3,653",748909,194878
Ratnapura,2,7,2009,2009-02,30.0,18.079498,32.6795,0.36964732,"12,995","3,462","11,978","3,277",1074108,273926
Trincomalee,2,0,2009,2009-02,8.0,20.369501,30.5195,0.18872024,"23,014","4,463","13,950","4,851",365204,88360
Vavuniya,2,0,2009,2009-02,3.7,17.261,35.111,0.1903125,"6,709","4,689",,,172066,40160
Ampara,3,1,2009,2009-03,109.799995,20.4005,31.7505,0.31213844,"69,979","5,158","46,227","4,964",627579,154918
Anuradhapura,3,9,2009,2009-03,103.799995,19.877998,35.927998,0.2913226,"80,724","4,633","18,226","4,426",837354,220063
Badulla,3,6,2009,2009-03,184.8,14.111,29.661001,0.3932419,"27,225","4,484","8,168","4,673",801769,198951
Batticaloa,3,0,2009,2009-03,90.5,20.85,31.8,0.2214543,"45,905","3,639","17,073","4,189",510529,126519
Colombo,3,70,2009,2009-03,146.4,23.161001,34.560997,0.28159678,"4,506","3,554","3,615","3,004",2311755,546538
Galle,3,14,2009,2009-03,116.0,23.7825,30.9825,0.4242688,"15,930","3,032","13,120","2,997",1054991,261042
Gampaha,3,26,2009,2009-03,124.2,23.274,35.974,0.3913199,"10,826","3,353","8,106","3,390",2273127,578960
Hambantota,3,4,2009,2009-03,87.1,22.252,33.651997,0.2432594,"25,575","5,295","21,905","5,017",583248,148964
Jaffna,3,0,2009,2009-03,135.20001,24.074001,31.274,0.24769354,"8,171","2,506",-,-,581196,131336
Kalutara,3,25,2009,2009-03,146.4,23.487,31.987,0.39886963,"14,684","3,115","12,872","2,898",1201844,290635
Kandy,3,18,2009,2009-03,180.59999,19.272001,32.322002,0.378418,"14,071","3,768","9,262","3,545",1354566,331129
Kegalle,3,9,2009,2009-03,124.8,20.432499,35.0825,0.40235618,"8,179","3,721","7,617","3,374",833352,213326
Kilinochchi,3,0,2009,2009-03,120.299995,22.0655,33.3655,0.2541425,-,-,,,108353,25435
Kurunegala,3,5,2009,2009-03,151.29999,19.8775,36.0275,0.39636293,"77,291","3,940","48,916","3,534",1583066,421912
Mannar,3,0,2009,2009-03,108.5,23.263,32.363,0.23204839,"5,352","3,670",,,94302,20008
Matale,3,41,2009,2009-03,155.8,18.0755,33.6255,0.34306318,"19,374","3,759","6,406","3,642",474489,122891
Matara,3,21,2009,2009-03,116.0,23.5475,31.9475,0.42333734,"16,171","3,631","15,722","3,628",808195,197678
Monaragala,3,0,2009,2009-03,148.9,17.011,33.411,0.3106586,"26,529","4,413","8,341","3,645",433728,113236
Mullaitivu,3,0,2009,2009-03,102.299995,23.502,31.452,0.26157796,-,-,,,85901,22711
Nuwara Eliya,3,2,2009,2009-03,229.3,12.064,24.664,0.40591934,"5,576","4,145","2,884","2,913",708275,172146
Polonnaruwa,3,7,2009,2009-03,114.6,18.3935,34.6435,0.35889786,"57,298","5,223","36,862","4,737",396342,106026
Puttalam,3,26,2009,2009-03,157.2,23.619501,33.5195,0.2873441,"19,680","3,976","15,258","3,653",748909,194878
Ratnapura,3,7,2009,2009-03,202.59999,20.129501,33.1795,0.45441264,"12,995","3,462","11,978","3,277",1074108,273926
Trincomalee,3,0,2009,2009-03,87.299995,22.5695,31.7695,0.2630027,"23,014","4,463","13,950","4,851",365204,88360
Vavuniya,3,0,2009,2009-03,105.299995,18.961,36.461,0.2767957,"6,709","4,689",,,172066,40160
Ampara,4,0,2009,2009-04,93.7,23.7005,33.200497,0.33329305,"69,979","5,158","46,227","4,964",627579,154918
Anuradhapura,4,3,2009,2009-04,93.5,23.377998,34.378,0.32890138,"80,724","4,633","18,226","4,426",837354,220063
Badulla,4,3,2009,2009-04,117.3,18.411001,30.661001,0.40520555,"27,225","4,484","8,168","4,673",801769,198951
Batticaloa,4,1,2009,2009-04,99.5,24.1,33.5,0.25613058,"45,905","3,639","17,073","4,189",510529,126519
Colombo,4,36,2009,2009-04,174.0,23.911001,31.311,0.35413334,"4,506","3,554","3,615","3,004",2311755,546538
Galle,4,10,2009,2009-04,135.7,24.6325,30.1325,0.45296946,"15,930","3,032","13,120","2,997",1054991,261042
Gampaha,4,10,2009,2009-04,138.8,23.224,32.224,0.4512556,"10,826","3,353","8,106","3,390",2273127,578960
Hambantota,4,10,2009,2009-04,74.6,23.802,32.702,0.27660835,"25,575","5,295","21,905","5,017",583248,148964
Jaffna,4,0,2009,2009-04,102.3,25.124,31.924002,0.2415625,"8,171","2,506",-,-,581196,131336
Kalutara,4,13,2009,2009-04,174.0,23.837,30.387,0.46348193,"14,684","3,115","12,872","2,898",1201844,290635
Kandy,4,13,2009,2009-04,57.8,19.722,30.822,0.4056528,"14,071","3,768","9,262","3,545",1354566,331129
Kegalle,4,10,2009,2009-04,111.5,20.682499,31.932499,0.44136527,"8,179","3,721","7,617","3,374",833352,213326
Kilinochchi,4,0,2009,2009-04,92.399994,24.4655,33.565502,0.24058056,-,-,,,108353,25435
Kurunegala,4,6,2009,2009-04,100.6,21.6275,33.0275,0.4317264,"77,291","3,940","48,916","3,534",1583066,421912
Mannar,4,0,2009,2009-04,86.700005,24.613,32.863,0.2258625,"5,352","3,670",,,94302,20008
Matale,4,23,2009,2009-04,95.4,21.375502,33.1755,0.35499722,"19,374","3,759","6,406","3,642",474489,122891
Matara,4,8,2009,2009-04,135.7,24.2975,30.5475,0.43986946,"16,171","3,631","15,722","3,628",808195,197678
Monaragala,4,1,2009,2009-04,119.700005,20.661001,33.510998,0.33794025,"26,529","4,413","8,341","3,645",433728,113236
Mullaitivu,4,0,2009,2009-04,100.5,25.052,34.101997,0.25697917,-,-,,,85901,22711
Nuwara Eliya,4,2,2009,2009-04,148.8,13.764,23.113998,0.4502014,"5,576","4,145","2,884","2,913",708275,172146
Polonnaruwa,4,3,2009,2009-04,85.5,22.7435,34.7935,0.3543486,"57,298","5,223","36,862","4,737",396342,106026
Puttalam,4,3,2009,2009-04,98.0,24.719501,32.169502,0.31586665,"19,680","3,976","15,258","3,653",748909,194878
Ratnapura,4,4,2009,2009-04,218.19998,21.1795,30.629501,0.46650138,"12,995","3,462","11,978","3,277",1074108,273926
Trincomalee,4,0,2009,2009-04,84.600006,24.5195,34.2195,0.26700833,"23,014","4,463","13,950","4,851",365204,88360
Vavuniya,4,0,2009,2009-04,86.299995,23.411001,34.810997,0.28284305,"6,709","4,689",,,172066,40160
Ampara,5,0,2009,2009-05,52.0,25.0505,34.650497,0.25457257,"69,979","5,158","46,227","4,964",627579,154918
Anuradhapura,5,1,2009,2009-05,55.7,24.278,34.378,0.271457,"80,724","4,633","18,226","4,426",837354,220063
Badulla,5,2,2009,2009-05,51.9,20.111,32.961,0.30611828,"27,225","4,484","8,168","4,673",801769,198951
Batticaloa,5,0,2009,2009-05,23.5,25.85,36.2,0.14858872,"45,905","3,639","17,073","4,189",510529,126519
Colombo,5,41,2009,2009-05,329.59998,24.711,30.561,0.37581584,"4,506","3,554","3,615","3,004",2311755,546538
Galle,5,16,2009,2009-05,226.2,24.8825,29.9825,0.47398657,"15,930","3,032","13,120","2,997",1054991,261042
Gampaha,5,19,2009,2009-05,297.69998,24.424002,30.824001,0.45849866,"10,826","3,353","8,106","3,390",2273127,578960
Hambantota,5,13,2009,2009-05,44.2,25.152,33.702,0.18052956,"25,575","5,295","21,905","5,017",583248,148964
Jaffna,5,0,2009,2009-05,44.3,26.724,32.424,0.19832526,"8,171","2,506",-,-,581196,131336
Kalutara,5,15,2009,2009-05,329.59998,24.737,29.887,0.481586,"14,684","3,115","12,872","2,898",1201844,290635
Kandy,5,14,2009,2009-05,42.6,21.372002,31.172,0.34134546,"14,071","3,768","9,262","3,545",1354566,331129
Kegalle,5,14,2009,2009-05,193.6,22.432499,29.9825,0.43719894,"8,179","3,721","7,617","3,374",833352,213326
Kilinochchi,5,0,2009,2009-05,23.900002,26.0655,35.815502,0.1807769,-,-,,,108353,25435
Kurunegala,5,5,2009,2009-05,179.90001,23.4775,31.9775,0.40633333,"77,291","3,940","48,916","3,534",1583066,421912
Mannar,5,0,2009,2009-05,65.2,25.663,32.613,0.19770028,"5,352","3,670",,,94302,20008
Matale,5,22,2009,2009-05,81.2,23.375502,33.2255,0.28210485,"19,374","3,759","6,406","3,642",474489,122891
Matara,5,8,2009,2009-05,226.2,24.7975,30.2975,0.45818278,"16,171","3,631","15,722","3,628",808195,197678
Monaragala,5,1,2009,2009-05,76.700005,22.461,35.711,0.23211156,"26,529","4,413","8,341","3,645",433728,113236
Mullaitivu,5,0,2009,2009-05,35.899998,26.502,36.202,0.18266398,-,-,,,85901,22711
Nuwara Eliya,5,2,2009,2009-05,157.79999,15.564,23.764,0.44754434,"5,576","4,145","2,884","2,913",708275,172146
Polonnaruwa,5,0,2009,2009-05,12.3,25.293499,37.0935,0.20291801,"57,298","5,223","36,862","4,737",396342,106026
Puttalam,5,2,2009,2009-05,141.8,25.219501,31.2695,0.28505242,"19,680","3,976","15,258","3,653",748909,194878
Ratnapura,5,12,2009,2009-05,295.4,23.2295,29.9795,0.47815323,"12,995","3,462","11,978","3,277",1074108,273926
Trincomalee,5,1,2009,2009-05,13.1,25.8195,36.2195,0.16410886,"23,014","4,463","13,950","4,851",365204,88360
Vavuniya,5,0,2009,2009-05,45.3,25.111,36.461,0.21027553,"6,709","4,689",,,172066,40160
Ampara,6,0,2009,2009-06,31.6,25.0005,35.1005,0.22692777,"69,979","5,158","46,227","4,964",627579,154918
